member_casual,start_station_name,total_rides
casual,"Public Rack - Austin Ave & Roscoe St",6
member,"Madison St & Wells St",6
casual,"Franciso Ave & Bloomingdale Ave",6
casual,"Public Rack - Pullman - Walmart",6
member,"Mango Ave & Grand Ave",6
member,"Dearborn St & Washington St",6
member,"Olive Harvey College",5
member,"Hamilton Park",5
member,"Mozart St & 79th St",5
member,"Public Rack - Kedzie Ave & 58th St",5
member,"Public Rack - Austin Ave & Wrightwood Ave",5
casual,"Public Rack - Whipple St & 63rd St",5
member,"Michigan Ave & 114th St",5
member,"Carpenter St & 63rd St",5
member,"Public Rack - Wentworth Ave & 79th St",5
casual,"Public Rack - Neola & Northwest Hwy",5
member,"Kilbourn Ave & 49th St",5
casual,"Public Rack - Kedzie Ave & 54th St - SE",5
member,"Public Rack - Talman Ave & 51st St",5
member,"Public Rack - Aida Food Market",5
casual,"Public Rack - California Ave & Devon Ave - NW",5
member,"Public Rack - Eberhart Ave & 61st St",5
member,"Public Rack - Leader & Caldwell",5
member,"Parnell Ave & 127th St",5
member,"Michigan Ave & 108th St",5
member,"Public Rack - Laramine Ave & Winnemac Ave",5
casual,"Public Rack - Irving Park Rd & Austin Ave",5
member,"Public Rack - Maryland Ave & 87th ST",5
member,"Public Rack - Division St & Christiana Ave",5
member,"Public Rack - Kostner & Peterson",5
member,"Public Rack - Ford City Mall",5
member,"Public Rack - Kostner Ave & Wrightwood Ave",5
member,"Public Rack - Jeffery Blvd & 83rd St",5
member,"Halsted St & 111th St",5
member,"Public Rack - Eli Whitney Public School",5
casual,"Public Rack - Elston Ave & Gunnison St",5
member,"Greenwood Ave & 97th St",5
casual,"Public Rack - Plainfield Ave & Irving Park Rd",5
casual,"Public Rack - Milwaukee Ave & Waveland Ave",5
member,"Public Rack - Milwaukee Ave & Sunnyside Ave",5
member,"Public Rack - Linder Ave & 64th Pl",5
member,"Public Rack - Cumberland & Catherine",5
member,"Public Rack - Nina Ave & Avondale Ave",5
member,"LaSalle St & Washington St Corral S",5
member,"Public Rack - Waller Ave & Chicago Ave",5
member,"Public Rack - California Ave & Pershing Rd",5
casual,"Public Rack - Forest Glen & Peterson",5
member,"Public Rack - Touhy Ave & Oconto Ave",5
member,"Public Rack - Central Ave & Corcoran Pl",5
member,"Homan Ave & 65th St",5
casual,"Public Rack - Exchange Ave & 73rd Pl",5
member,"Public Rack - Prairie Ave & Garfield Blvd S",5
casual,"Public Rack - Ashland Ave & 71st St",5
casual,"Public Rack - Newcastle Ave & Belmont Ave",5
casual,"Public Rack - Imlay & Milwaukee",5
casual,"Public Rack - Prairie Ave & Garfield Blvd S",5
casual,"Public Rack - Montrose Ave & Lavergne Ave",5
member,"Public Rack - Independence Blvd & Roosevelt",5
casual,"Public Rack - Irving Park Rd & Melvina Ave",5
member,"Public Rack - Legler Regional Library",5
casual,"Commercial Ave & 97th St",5
member,"Public Rack - Milwaukee Ave & Lawrence Ave",5
member,"Public Rack - Yates Ave & 100th St",5
casual,"Public Rack - Homan Ave & Lake St",5
casual,"Public Rack - 63rd Pl & Narraganssett Ave",5
casual,"Public Rack - Throop St & 58th St",5
casual,"Public Rack - Emerald Ave & 45th St",5
casual,"Public Rack - Michigan Ave & 119th St",5
casual,"Public Rack - Menard Ave & Grand Ave",5
casual,"Public Rack - Irving Park Rd & Parkside Ave",5
casual,"Public Rack - Central Ave & Corcoran Pl",5
casual,"Public Rack - Kildare Ave & Washignton Blvd",5
casual,"Public Rack - Kimball & Ardmore",5
member,"Public Rack - Narragansett Ave & Fullerton Ave",5
casual,"Public Rack - Avers & Granville",5
casual,"Public Rack - Nordica Ave & Addison St",5
casual,"Public Rack - Wentworth Ave & 103rd St",5
member,"Public Rack - William J Onahan Public School",5
member,"Public Rack - 4810 Keeler Ave",5
casual,"Madison St & Wells St",5
casual,"Public Rack - Central & Berteau",5
casual,"Public Rack - Rockwell & 111th St",5
casual,"Dearborn St & Washington St",5
member,"Francisco Ave & 85th St",4
casual,"Public Rack - Pullman Community Center",4
member,"Public Rack - Midway Orange Line",4
member,"Wentworth Ave & 104th St",4
member,"Public Rack - Damen Ave & 47th St",4
member,"Public Rack - Menard Ave & Dakin St - midblock",4
member,"Public Rack - Cottage Grove Ave & 92nd St",4
member,"Torrence Ave & 106th St",4
casual,"Public Rack - Komensky Ave & 59th St",4
casual,"Public Rack - Central Park & Bryn Mawr",4
casual,"Public Rack - Halsted St & 63rd St",4
member,"Public Rack - Parkside & Elston",4
member,"Lavergne Ave & 44th St",4
member,"Public Rack - Osceola Ave & Touhy Ave",4
member,"Major Taylor Trail & 124th St",4
member,"Torrence Ave & 126th Pl",4
member,"Altgeld Gardens",4
member,"Public Rack - Hiawatha & Mendota",4
member,"Public Rack - Nordica Ave & Higgins Ave",4
member,"Aberdeen St & 103rd St",4
member,"Public Rack - Pulaski & 84th",4
member,"Public Rack - Al Raby School",4
casual,"Public Rack - Kedzie Ave & Archer Ave",4
member,"Public Rack - Rockwell Ave & 71st St",4
casual,"Public Rack - Wabash Ave & 87th St",4
member,"Lavergne Ave & 46th St",4
member,"Halsted St & 93rd St",4
member,"Public Rack - Ashland Ave & 63rd St",4
member,"Public Rack - Pulaski & 74th",4
member,"Public Rack - Kedzie Ave & Archer Ave",4
casual,"Public Rack - Linder Ave & Belmont Ave",4
member,"Public Rack - Western Ave & 118th St",4
casual,"Public Rack - Elston Ave & Kenneth Ave",4
member,"Public Rack - Mulligan & Northwest Hwy",4
member,"Public Rack - Kingston Ave & 75th St",4
member,"Public Rack - Central Park Ave & Fulton Blvd",4
member,"Public Rack - Talman Ave & Pershing Rd",4
member,"Public Rack - Normandy Ave & Archer Ave",4
member,"Public Rack - Menard Ave & Agusta Blvd",4
member,"Public Rack - Harper Ave & 63rd St",4
casual,"Public Rack - Houston Ave & 131st St",4
casual,"Public Rack - Nina Ave & Avondale Ave",4
member,"Major Taylor Trail & 111th St",4
casual,"Public Rack - Laramine Ave & Winnemac Ave",4
casual,"Public Rack - Division St & Christiana Ave",4
member,"Public Rack - Ewing Ave & 107th St",4
casual,"Public Rack - Penn Elementary School / KIPP Ascend Middle School",4
casual,"Public Rack - Cottage Grove Ave & 92nd St",4
member,"Public Rack - Montrose Ave & Lavergne Ave",4
casual,"Public Rack - Wentworth Park",4
casual,"Public Rack - Springfield & 79th",4
casual,"Public Rack - Hamlin Ave & Madison St",4
casual,"Public Rack - Christiana Ave & Bryn Mawr Ave",4
casual,"Public Rack - Pulaski & Rosemont",4
casual,"Public Rack - Kolin Ave & Archer Ave",4
casual,"Public Rack - William J Onahan Public School",4
member,"Public Rack - Ashland Ave & 71st St",4
casual,"Public Rack - Independence Blvd & Roosevelt",4
casual,"Public Rack - Central Park Ave & Fulton Blvd",4
member,"Menard Ave & North Ave",4
casual,"Public Rack - Cicero Ave & Cortland St - midblock",4
casual,"Public Rack - Legler Regional Library",4
member,"Public Rack - Elston Ave & Gunnison St",4
member,"Public Rack - Chase Ave & Touhy Ave - NW",4
casual,"Public Rack - Laramie Ave & Grand Ave",4
casual,"Public Rack - Pulaski Rd & Lake St",4
casual,"Public Rack - Linder Ave & Archer Ave",4
casual,"Public Rack - Kedzie Ave & 58th St",4
casual,"Public Rack - Hiawatha Ave & Minnehaha Ave",4
member,"Public Rack - Avers & Granville",4
member,"Public Rack - N Narragansett Ave & Grand Ave",4
casual,"Hastings St Depot LWS",4
casual,"Wentworth Ave & 104th St",4
member,"Woodlawn & 103rd",3
member,"Homan Ave & 77th St",3
member,"Public Rack - Indiana Ave & 111th St",3
member,"Public Rack - Halsted St & 95th St - SE",3
member,"Public Rack - Lawndale Ave & 23rd St",3
member,"Public Rack - Sawyer Ave & Chicago Ave",3
casual,"Public Rack - Halsted St & 80th St",3
casual,"Public Rack - Damen Ave & 47th St",3
member,"Public Rack - Langley Ave & 105th Pl",3
member,"Public Rack - Ozanam Ave & Devon Ave",3
casual,"Public Rack - Kingston Ave & 75th St",3
member,"Public Rack - Brooks Park",3
member,"Public Rack - Oketo & Northwest Hwy",3
member,"Public Rack - Cottage Grove Ave & 89th Pl",3
casual,"Public Rack - Walden Pkwy & 99th St",3
member,"Public Rack - Langley Ave & 79th St",3
member,"Public Rack - Homan & 79th",3
member,"Public Rack - Richard Daley College",3
member,"Public Rack - Austin Ave & Roscoe St",3
casual,"Public Rack - Central Park Ave & Fillmore St",3
member,"Public Rack - Pulaski & 52nd",3
member,"Public Rack - S Menard & W 63rd",3
member,"Steelworkers Park (Updated)",3
member,"Public Rack - Pulaski Rd & 65th St",3
member,"Eggleston Ave & 92nd St",3
casual,"Public Rack - Chase Ave & Touhy Ave - NW",3
member,"Public Rack - 63rd Pl & Narraganssett Ave",3
member,"Public Rack - Melvina Ave & Montrose Ave",3
member,"Public Rack - Baltimore Ave & 132nd St",3
member,"Public Rack - Exchange Ave & 131st St",3
member,"Public Rack - Houston Ave & 130th St",3
member,"Public Rack - Lawndale Ave & Polk St",3
member,"Public Rack - Northwest Hwy & Bryn Mawr",3
member,"Public Rack - Linder Ave & Archer Ave",3
member,"Public Rack - Menard Ave & Belmont Ave",3
member,"Public Rack - Central & Prescott",3
member,"Public Rack - Neola & Northwest Hwy",3
member,"Public Rack - Western Ave & 116th St",3
casual,"Public Rack - Kostner & Peterson",3
member,"Public Rack - 63rd & Western Ave N",3
member,"Public Rack - Fullerton Ave & Lavergne Ave",3
member,"Public Rack - Strohacker Park",3
member,"Public Rack - Imlay & Milwaukee",3
member,"Public Rack - Harlem and W. 59th",3
member,"Public Rack - Halsted St & 95th St - SW",3
member,"Public Rack - Lemont Ave & Keating Ave",3
member,"Public Rack - Harlem & Summerdale",3
casual,"Public Rack - Racine Ave & 74th St",3
casual,"Public Rack - King Dr & 71st St",3
member,"S Michigan Ave & E 118th St",3
member,"Public Rack - Kostner & Bryn Mawr",3
member,"Public Rack - California & 71st",3
casual,"Public Rack - Komensky Ave & 63rd St",3
member,"Public Rack - Hiawatha Park",3
casual,"Public Rack - Pulaski Rd & 65th St",3
member,"Public Rack - Haft Ave & Milwaukee Ave",3
member,"Public Rack - Ewing Ave & 95th St",3
casual,"Public Rack - Central & Prescott",3
member,"Public Rack - Forrestville Ave & 47th St",3
casual,"Public Rack - Minnehaha Ave & Devon Ave",3
casual,"Public Rack - Kenton & Lawrence",3
member,"Public Rack - Devon Ave & Central Ave",3
member,"Public Rack - Central Park & Bryn Mawr",3
casual,"Public Rack - Harper Ave & 63rd St",3
member,"Public Rack - Bell Ave & 95th St",3
casual,"Public Rack - Laramie Ave & Warwick Ave",3
member,"Public Rack - Troy & 71st",3
member,"Public Rack - Hamilton Ave & 95th St",3
member,"Public Rack - Central Ave & George St",3
casual,"Public Rack - Halsted St & 95th St - SE",3
member,"Public Rack - Minnehaha Ave & Devon Ave",3
casual,"Public Rack - S Menard & W 63rd",3
casual,"Public Rack - Eli Whitney Public School",3
casual,"Public Rack - Halsted St & 95th St - SW",3
casual,"Public Rack - Kedzie Ave & 64th St - SW",3
casual,"Public Rack - Michigan Ave & 96th St",3
casual,"Public Rack - Green St & 103rd St",3
member,"Public Rack - Cicero Ave & Altgeld St",3
casual,"Public Rack - Ford City Mall",3
member,"Public Rack - Bensley Ave & 103rd St",3
member,"Public Rack - Bishop St & 46th St",3
casual,"Public Rack - Octavia Ave & Touhy Ave",3
member,"Public Rack - 2302 S Pulaski Rd",3
member,"Public Rack - St Louis Ave & Flournoy St",3
member,"Public Rack - Ashland Ave & 46th St",3
casual,"Public Rack - Parkside & 63rd",3
casual,"Public Rack - Martin Luther King Dr & 69th St",3
casual,"Public Rack - Neva & Foster",3
member,"Public Rack - Kedvale Ave & Peterson Ave",3
member,"Public Rack - Melvina Ave & Belmont Ave",3
member,"Public Rack - Loomis Blvd & 47th St",3
casual,"Public Rack - Hoyne Ave & 110th Pl",3
member,"Public Rack - McVicker Ave & Grand Ave",3
casual,"Public Rack - Marquette Rd & 67th St",3
casual,"Public Rack - Jeffery Blvd & 83rd St",3
member,"Public Rack - Cicero Ave & Wrightwood Ave",3
member,"Public Rack - Neva Ave & Grand Ave",3
member,"Public Rack - Avers Ave & Ogden Ave",3
casual,"Public Rack - Mackinaw Ave & 108th St",3
member,"Public Rack - Kedzie Ave & 64th St - SE",3
member,"Public Rack - Chase Ave & Touhy Ave - NE",3
casual,"Public Rack - Racine Ave & 109th Pl",3
member,"Kedzie Ave & 104th St",3
casual,"Public Rack - Halsted St & 41st St",3
member,"MTV Hubbard St",3
member,"Public Rack - Pullman Community Center",2
member,"Eggleston Ave & 115th St",2
casual,"Public Rack - Houston Ave & 130th St",2
member,"Public Rack - Pullman - Walmart",2
member,"Public Rack - West Chatham Park",2
member,"Halsted St & 123rd St",2
member,"Eberhart Ave & 131st St",2
member,"Public Rack - Higgins Ave & Neva Ave",2
member,"Public Rack - Wabash Ave & 87th St",2
member,"State St & 123rd St",2
casual,"Plainfield & Irving Park",2
member,"Public Rack - Calumet Ave & 103rd St",2
member,"State St & 127th St",2
member,"Public Rack - Tuley (Murray) Park",2
member,"Public Rack - Laflin St &51st ST",2
member,"Public Rack - Linder Ave & Belmont Ave",2
member,"Public Rack - Plainfield Ave & Irving Park Rd",2
member,"Public Rack - Prairie Ave & 85th St",2
member,"Public Rack - California & 87th",2
member,"Public Rack - 63rd St & Meade Ave",2
casual,"Avenue L & 114th St",2
member,"Public Rack - Emil G Hirch Metropolitan High School",2
casual,"Public Rack - Loomis Blvd & 47th St",2
member,"Public Rack - Lafayette Ave & 87th St SW",2
member,"Public Rack - Prairie Ave & 78th St",2
casual,"Public Rack - Wood St & 47th St",2
member,"Public Rack - Peoria St & 60th St",2
member,"Public Rack - S. Kilpatrick and W. 79th",2
member,"Public Rack - Austin & 62nd",2
member,"Public Rack - Sacramento & 71st",2
member,"Public Rack - 61st St & Melvina Ave",2
member,"Public Rack - 63rd St and Natoma Ave",2
member,"Michigan Ave & 113th St",2
casual,"Public Rack - Kedzie Ave & Pershing Rd",2
casual,"Public Rack - Western Ave & 118th St",2
member,"Public Rack - Leoti Ave & Central Ave (north)",2
member,"Public Rack - Kedvale Ave & 63rd St E",2
member,"Public Rack - Wood St & 47th St",2
member,"Public Rack - 10101 S Stony Island Ave",2
member,"Public Rack - Cottage Grove & 85th St",2
member,"Public Rack - S. New England/ W. 65th",2
casual,"Public Rack - Lafayette Ave & 119th St",2
member,"Public Rack - Ingleside Ave & 79th St",2
member,"Public Rack - California & 82nd",2
member,"Public Rack - Kedzie & 71st",2
member,"Public Rack - Burnside Academy",2
member,"Public Rack - 85th Pl & Pulaski Rd",2
member,"Public Rack - Wrightwood Metra Station",2
member,"Public Rack - Western & 83rd",2
member,"Public Rack - Langley Ave & 87th St",2
member,"Public Rack - Cicero & 64th",2
member,"Public Rack - Claremont Ave & 71st St",2
member,"Public Rack - Springfield & 79th",2
member,"Public Rack - Oakley & 79th Pl",2
member,"Public Rack - Cicero & Rosemont",2
member,"Public Rack - Buffalo Ave & 133rd St",2
casual,"Public Rack - Talman Ave & Pershing Rd",2
casual,"Public Rack - Avenue J & 112th St",2
casual,"Public Rack - Cicero & Rosemont",2
member,"Public Rack - Ozman & Talcott",2
member,"Public Rack - Wentworth Park",2
member,"Public Rack - Lynch & Elston",2
casual,"Public Rack - Karlov Ave & 26th St",2
member,"Public Rack - Kedzie Ave & 61st Pl W",2
casual,"LaSalle St & Washington St Corral S",2
member,"Public Rack - Mason Ave & Roosevelt Rd",2
member,"Public Rack - Newcastle & Archer",2
member,"Public Rack - Baltimore Ave & 134th St",2
casual,"Public Rack - Ashland Ave & 76th St",2
member,"Public Rack - Neenah & Archer",2
member,"Public Rack - California Ave & Touhy Ave - NW",2
member,"Public Rack - W. Talcott & N. Oriole",2
member,"Public Rack - Sayre Ave & 59th St",2
casual,"Public Rack - Damen & 81st",2
member,"Public Rack - Clyde Ave & 87th St",2
casual,"Public Rack - Tripp Ave & North Ave",2
member,"Public Rack - Canfield & Victoria",2
member,"Public Rack - Meade Ave & Archer Ave",2
casual,"Public Rack - Stony Island & 95th St",2
casual,"Public Rack - Wolcott Ave & 61st St",2
member,"Public Rack - State St & 47th st",2
member,"Public Rack - Roswell B. Mason Elementary School",2
member,"Public Rack - Austin Ave & Archer Ave",2
member,"Public Rack - Leoti Ave & Central Ave (south)",2
member,"Public Rack - Lamon Ave & Archer Ave",2
member,"Public Rack - Mobile Ave & Archer Ave",2
casual,"Public Rack - Buffalo Ave & 89th St",2
member,"Public Rack - Overhill Ave & Touhy Ave",2
casual,"Public Rack - Cumberland & Catherine",2
member,"Public Rack - Artesian & 71st",2
casual,"Public Rack - Homan Ave & 111th St",2
member,"Public Rack - Maplewood Ave & 63rd St",2
casual,"Public Rack - Martin Luther King Dr & 44th St",2
member,"Public Rack - Laflin St & 79th St",2
member,"Public Rack - Hoyne Ave & 110th Pl",2
member,"Public Rack - Fairfield Ave & 63rd St",2
casual,"Public Rack - Sawyer Ave & 111th St",2
casual,"Public Rack - Peterson Ave & Drake Ave",2
member,"Public Rack - Albany Ave & 63rd St",2
member,"Public Rack - Michigan Ave & 119th St",2
member,"Public Rack - Walden Pkwy & 99th St",2
casual,"Public Rack - Torrence Ave & 103rd St",2
member,"Public Rack - Kedzie Ave & 63rd St",2
casual,"Public Rack - Cornell Ave & 87th Pl",2
casual,"Public Rack - 56th St & Mulligan Ave",2
member,"Public Rack - Wood St & 103rd St",2
member,"Public Rack - Tripp Ave & North Ave",2
casual,"Public Rack - Oketo & Northwest Hwy",2
member,"Public Rack - Vincennes Ave & 77th St",2
casual,"Public Rack - Peterson Ave & Milwaukee Ave",2
member,"Public Rack - California Ave & Touhy Ave - midblock",2
casual,"Public Rack - Colfax Ave & 83rd St",2
member,"Public Rack - Halsted St & 41st St",2
member,"Public Rack - Kildare Ave & Washignton Blvd",2
casual,"Public Rack - Newland Ave & Diversey Ave",2
member,"Public Rack - Hamlin Ave & Madison St",2
casual,"Public Rack - Austin Ave & Wellington Ave",2
casual,"Public Rack - Nagle Ave & Belmont Ave",2
member,"Public Rack - Ashland Ave & 76th St",2
member,"Public Rack - Stony Is Ave & 73rd St",2
member,"Public Rack - Elston Ave & Kenneth Ave",2
member,"Public Rack - Avenue J & 106th St",2
casual,"Public Rack - Midway Orange Line",2
casual,"Public Rack - Eberhart Ave & 61st St",2
casual,"Public Rack - Ada St & 119th St",2
member,"Public Rack - Wentworth Ave & 103rd St",2
casual,"Public Rack - Central Ave & North Ave",2
casual,"Public Rack - Winona St & Elston Ave",2
member,"Public Rack - Hoyne Ave & 51st St",2
casual,"Public Rack - Canfield & Victoria",2
casual,"Public Rack - Kedvale Ave & Avondale Ave",2
casual,"Public Rack - Mason Ave & Roosevelt Rd",2
casual,"Public Rack - Mason Ave & Milwaukee Ave",2
member,"Public Rack - Devon Ave & Kinzua Ave",2
member,"Public Rack - Orville T Bright School",2
casual,"Public Rack - St Louis & 83rd",2
casual,"Public Rack - 63rd St and Natoma Ave",2
casual,"Public Rack - Kostner Ave & Wrightwood Ave",2
casual,"Public Rack - Pulaski Rd & Roosevelt Rd",2
member,"Public Rack - Pulaski Rd & 15th St",2
member,"Public Rack - Laramie Ave & Fullerton Ave",2
casual,"Public Rack - Ozman & Talcott",2
casual,"Public Rack - Kedzie & 103rd St - W",2
casual,"Public Rack - Lawndale Ave & Polk St",2
casual,"Public Rack - Kedzie Ave & 61st Pl W",2
casual,"Public Rack - Neva Ave & Grand Ave",2
casual,"Public Rack - Torrence Ave & 98th St",2
casual,"Public Rack - Forrestville Ave & 47th St",2
casual,"Public Rack - Western Ave & 111th St - SW",2
member,"Public Rack - Stony Island & 95th St",2
casual,"Public Rack - Hale Ave & 111th St",2
casual,"Public Rack - Ozanam Ave & Devon Ave",2
member,"Public Rack - Chopin Park",2
member,"Public Rack - Western Ave & 110th St",2
casual,"Public Rack - Western Ave & 96th St",2
member,"Public Rack - East End Ave & 75th St",2
casual,"Public Rack - Rhodes Ave & 79th St",2
casual,"Public Rack - Halsted St & 102nd St",2
casual,"Public Rack - Ashland Ave & 63rd St",2
member,"Public Rack - Nagle Ave & Belmont Ave",2
member,"Public Rack - Cicero Ave & Roscoe St",2
member,"Public Rack - Pulaski Rd & Stevens Ave",2
casual,"Public Rack - Sacramento Blvd & Washington Blvd",2
member,"Public Rack - N Sayre Ave & W Belden Ave",2
casual,"Public Rack - Western Ave & 105th St",2
casual,"Public Rack - Lawndale Ave & Roosevelt",2
member,"S Wentworth Ave & W 111th St",2
member,"Public Rack - 63rd St and Nagle Ave",2
member,"Public Rack - Irving Park Rd & Parkside Ave",2
casual,"Public Rack - Homan Ave & Roosevelt",2
member,"Public Rack - Sawyer Ave & 111th St",2
member,"Public Rack - Stony Island & 87th St",2
casual,"Public Rack - Keeler Ave & 26th St",2
member,"Public Rack - Lake Shore Dr & Hayes Dr",2
member,"Public Rack - Central Park Ave & 16th St",2
member,"Public Rack - Newcastle Ave & Belden Ave",2
casual,"Public Rack - Waller Ave & Chicago Ave",2
member,"Public Rack - Winona St & Elston Ave",2
casual,"Public Rack - Western & 79th",2
casual,"Public Rack - Kedzie Ave & Arthington St",2
casual,"Public Rack - California Ave & Pershing Rd",2
member,"Public Rack - Homan Ave & Roosevelt",2
member,"Public Rack - Kedzie Ave & Arthington St",2
member,"Sacramento Ave & Linden Pl",2
casual,"Hubbard St Depot",2
casual,"Public Rack - Northwest Hwy & Raven St",2
casual,"Kedzie Ave & 38th St",2
member,"Public Rack - Lawrence Ave & 103rd St",1
member,"Public Rack - Pullman - Ross Dress for Less",1
member,"Public Rack - Foster Ave & Drake Ave",1
member,"Plainfield & Irving Park",1
member,"Central Park Ave & 66th St",1
member,"Public Rack - Corliss Ave & 103rd St",1
member,"Public Rack - Cottage Grove Ave & 111th St",1
member,"Public Rack - Peterson Ave & Bernard Ave",1
member,"Public Rack - Richmond St & Thorndale Ave",1
member,"Public Rack - Laflin St & 51st St",1
member,"Public Rack - Pullman - Planet Fitness",1
member,"Kedzie Ave & 38th St",1
member,"Public Rack - Marshfield Ave & 87th St",1
casual,"Public Rack - Roswell B. Mason Elementary School",1
member,"Public Rack - Pulaski Rd & Flournoy St",1
casual,"Public Rack - Kinzua Ave & Devon Ave",1
member,"S Aberdeen St & W 106th St",1
member,"Stewart Ave & 123rd St",1
member,"Public Rack - Komensky Ave & 26th St",1
casual,"Burling St & Diversey Pkwy*",1
member,"Public Rack - Octavia Ave & Touhy Ave",1
casual,"Public Rack - Miami Ave & Milwaukee Ave",1
member,"Public Rack - Cottage Grove Ave & 91st St",1
member,"Public Rack - Kilbourn Ave & Fullerton Ave",1
member,"Public Rack - Ellis Ave & Doty Ave",1
member,"Public Rack - Grand Ave & North Ave",1
casual,"Public Rack - Kedvale Ave & Peterson Ave",1
casual,"Public Rack - Kildare Ave & Division Ave",1
member,"Public Rack - Michigan Ave & 67th St",1
casual,"Public Rack - Springfield & 71st",1
member,"Public Rack - Keef Ave & South Chicago Ave",1
casual,"Public Rack - Longwood Dr & 95th St",1
member,"Public Rack - Ada St & 119th St",1
member,"Public Rack - Martin Luther King Dr & 69th St",1
member,"Public Rack - Western & 74th",1
member,"Public Rack - Menard Ave & Adams Blvd",1
member,"Public Rack - Kostner & 83rd",1
casual,"Public Rack - Ewing Ave & 106th St NW",1
member,"Public Rack - Springfield & 71st",1
casual,"Public Rack - Michigan Ave & 107th St",1
member,"NEW HASTINGS ",1
member,"Public Rack - Marshfield Ave & 45th St",1
member,"Public Rack - Cottage Grove Ave & 87th St",1
casual,"Public Rack - Oglesby Ave & 95th St",1
member,"Public Rack - Champlain Ave & 134th St",1
member,"Public Rack - Ellis Ave & 132nd Pl",1
member,"Public Rack - 82nd st & Kedzie Ave",1
member,"Public Rack - Greenwood Ave & 87th St",1
member,"Public Rack - St Louis & 83rd",1
member,"Public Rack - Hamilton Park",1
member,"Public Rack - Kedzie Ave & 83rd St",1
member,"Public Rack - Eberhart Ave & 131st St",1
member,"Public Rack - St Louis & Columbus",1
casual,"Public Rack - Menard Ave & Agusta Blvd",1
member,"Public Rack - Pulaski Rd & 85th St",1
member,"Public Rack - Spaulding Ave & 71st St",1
member,"Public Rack - Corliss Ave & 133rd St",1
member,"Public Rack - Hamlin & 72nd",1
member,"Public Rack - Pulaski Rd & 40th St",1
member,"Public Rack - Avenue M & 132nd St",1
member,"Public Rack - Cornell Ave & 87th Pl",1
member,"Public Rack - Kinzua Ave & Devon Ave",1
casual,"Public Rack - Cottage Grove Ave & 87th St",1
member,"Public Rack - Kedzie Ave & Pershing Rd",1
casual,"Public Rack - Loomis St & 87th St",1
member,"Public Rack - New England Ave & Irving Park Rd",1
member,"Public Rack - Miami Ave & Milwaukee Ave",1
member,"Public Rack - Austin Branch Chicago Public Library",1
member,"Public Rack - Stony Island Ave & 86th St",1
member,"Public Rack - McVicker & 52nd",1
member,"Public Rack - Park Manor Elementary School",1
member,"Public Rack - 83rd Pl & Kedzie Ave S",1
member,"Public Rack - Kolin Ave & Archer Ave",1
member,"Public Rack - Northwest Hwy & Overhill Ave",1
member,"Public Rack - Calumet Ave & Garfield Blvd",1
member,"Public Rack - Linder Ave & 51st St",1
member,"Public Rack - The Montessori School of Englewood",1
member,"Public Rack - Kedzie Ave & 54th Pl",1
member,"Public Rack - Parkside & Archer",1
member,"Public Rack - Winchester Ave & 87th St",1
member,"Public Rack - Nordica & Archer",1
member,"Public Rack - Menard Ave & Leland Ave",1
member,"Public Rack - Christiana Ave & Archer Ave",1
member,"Public Rack - Ewing Ave & 96th St N",1
member,"Public Rack - Avers Ave & Archer Ave",1
member,"Public Rack - Keeler Ave & 55th St",1
member,"Hamlin Ave & 62nd Pl",1
member,"Public Rack - 53rd St & Indiana Ave",1
casual,"Public Rack - Saginaw Ave & 93rd St",1
casual,"Public Rack - Leader & Caldwell",1
casual,"Public Rack - Ashland Ave & 45th St  S",1
member,"Public Rack - Wolcott Ave & 56th St",1
member,"Public Rack - Cottage Grove & 84th St",1
member,"Public Rack - William Rainey Harper High School",1
casual,"Public Rack - 10557 S Western Ave",1
member,"Public Rack - Lawndale & 63rd St",1
member,"Public Rack - Homan & 77th",1
member,"Public Rack - Mason Ave & Milwaukee Ave",1
member,"Public Rack - Harding Ave & 47th St",1
member,"Public Rack - Ewing Ave & 101st St",1
member,"Public Rack - Drexel Ave & 87th St",1
member,"Public Rack - Houston Ave & 131st St",1
member,"Public Rack - Mulligan Ave & 56th St",1
member,"Public Rack - Rutherford & 53rd",1
member,"Public Rack - Western Ave & 100th St",1
member,"Public Rack - Normandy Ave & Raven St",1
casual,"Public Rack - Western Ave & 111th St - SE",1
casual,"Public Rack - Peoria St & 60th St",1
member,"Eggleston Ave & 111th St",1
casual,"Public Rack - Sawyer Ave & Bryn Mawr Ave - SW",1
member,"Public Rack - Longwood Dr & 111th St",1
member,"Public Rack - Morgan St & 95th St",1
casual,"Public Rack - Cicero Ave & Wrightwood Ave",1
casual,"Public Rack - Hiawatha Park",1
casual,"Public Rack - Ingleside Ave & 79th St",1
member,"Public Rack - Menard Ave & Grand Ave",1
member,"Public Rack - Ada St & 79th St",1
member,"Public Rack - Bishop St & 81st St",1
member,"Public Rack - Sacramento Ave & Greenleaf Ave",1
casual,"Public Rack - Marquette Ave & 83rd St",1
member,"Public Rack - Laramie Ave & Warwick Ave",1
member,"Public Rack - California Ave & Touhy Ave - SW",1
member,"Public Rack - Homewood Ave & Monterey Ave",1
casual,"Public Rack - Ashland Ave & 74th St",1
member,"Public Rack - Michigan Ave & 107th St",1
member,"Public Rack - Pulaski Rd & Lexington St",1
member,"Public Rack - Kedzie & 73rd",1
member,"Public Rack - Halsted St & 64th St",1
member,"Public Rack - King Dr & 83rd St",1
member,"Public Rack - Keeler Ave & Madison St S",1
casual,"Public Rack - Halsted St & 64th St",1
